Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 2	Peptides Scram	Peptides 4	Peptides 5	Peptides 6	Peptides 7	Peptides A1	Peptides A2	Peptides ALL	Peptides combine	Peptides N1	Peptides N2	Peptides none	Peptides O3	Razor + unique peptides 2	Razor + unique peptides Scram	Razor + unique peptides 4	Razor + unique peptides 5	Razor + unique peptides 6	Razor + unique peptides 7	Razor + unique peptides A1	Razor + unique peptides A2	Razor + unique peptides ALL	Razor + unique peptides combine	Razor + unique peptides N1	Razor + unique peptides N2	Razor + unique peptides none	Razor + unique peptides O3	Unique peptides 2	Unique peptides Scram	Unique peptides 4	Unique peptides 5	Unique peptides 6	Unique peptides 7	Unique peptides A1	Unique peptides A2	Unique peptides ALL	Unique peptides combine	Unique peptides N1	Unique peptides N2	Unique peptides none	Unique peptides O3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 2	Identification type Scram	Identification type 4	Identification type 5	Identification type 6	Identification type 7	Identification type A1	Identification type A2	Identification type ALL	Identification type combine	Identification type N1	Identification type N2	Identification type none	Identification type O3	Sequence coverage 2 [%]	Sequence coverage Scram [%]	Sequence coverage 4 [%]	Sequence coverage 5 [%]	Sequence coverage 6 [%]	Sequence coverage 7 [%]	Sequence coverage A1 [%]	Sequence coverage A2 [%]	Sequence coverage ALL [%]	Sequence coverage combine [%]	Sequence coverage N1 [%]	Sequence coverage N2 [%]	Sequence coverage none [%]	Sequence coverage O3 [%]	Intensity	Intensity 2	Intensity Scram	Intensity 4	Intensity 5	Intensity 6	Intensity 7	Intensity A1	Intensity A2	Intensity ALL	Intensity combine	Intensity N1	Intensity N2	Intensity none	Intensity O3	LFQ intensity 2	LFQ intensity Scram	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity A1	LFQ intensity A2	LFQ intensity ALL	LFQ intensity combine	LFQ intensity N1	LFQ intensity N2	LFQ intensity none	LFQ intensity O3	MS/MS count 2	MS/MS count Scram	MS/MS count 4	MS/MS count 5	MS/MS count 6	MS/MS count 7	MS/MS count A1	MS/MS count A2	MS/MS count ALL	MS/MS count combine	MS/MS count N1	MS/MS count N2	MS/MS count none	MS/MS count O3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
ENSMODG00000010641|ENSMODT00000013573	ENSMODG00000010641|ENSMODT00000013573	1	1	1	ENSMODG00000010641|ENSMODT00000013573	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	6.7	6.7	6.7	30.018	255	255	0	5.1944	By MS/MS		By MS/MS	By matching		By MS/MS			By MS/MS		By MS/MS	By MS/MS	By matching	By matching	6.7	0	6.7	6.7	0	6.7	0	0	6.7	0	6.7	6.7	6.7	6.7	1323400	233890	0	195350	96543	0	76907	0	0	130440	0	150170	125700	30033	284310	0	0	0	0	0	0	0	0	0	0	0	0	0	219990	1	0	1	0	0	1	0	0	1	0	1	1	0	0	6				224	1577	True	1660	16954;16955;16956;16957;16958;16959;16960;16961;16962	7557;7558;7559;7560;7561;7562	7558		

ENSMODG00000010727|ENSMODT00000013687	ENSMODG00000010727|ENSMODT00000013687	1	1	1	ENSMODG00000010727|ENSMODT00000013687	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2.8	2.8	2.8	79.445	717	717	0	1.4389											By matching	By MS/MS		By matching	0	0	0	0	0	0	0	0	0	0	2.8	2.8	0	2.8	274490	0	0	0	0	0	0	0	0	0	0	111090	89873	0	73522	0	0	0	0	0	0	0	0	0	0	0	0	0	56887	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				225	1579	True	1662	16984;16985;16986	7579	7579		

ENSMODG00000010755|ENSMODT00000013723	ENSMODG00000010755|ENSMODT00000013723	6	6	6	ENSMODG00000010755|ENSMODT00000013723	1	6	6	6	5	0	5	6	2	2	0	0	5	0	0	0	4	0	5	0	5	6	2	2	0	0	5	0	0	0	4	0	5	0	5	6	2	2	0	0	5	0	0	0	4	0	6.8	6.8	6.8	161.67	1449	1449	0	7.5434	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By matching			By matching				By matching		6	0	5.8	6.8	2.7	2.3	0	0	5.8	0	0	0	4.1	0	1624600	369840	0	378660	375690	135290	51699	0	0	205800	0	0	0	107600	0	403440	0	216620	316310	421950	206440	0	0	144210	0	0	0	257430	0	2	0	1	4	1	0	0	0	0	0	0	0	0	0	8				226	1192;1252;1348;1575;1645;2714	True;True;True;True;True;True	1266;1328;1426;1658;1729;2868	12544;12545;12546;12547;12548;12549;13222;13223;13224;13225;13226;13227;13228;14251;14252;14253;14254;14255;16944;16945;16946;16947;16948;17626;17627;17628;17629;28730;28731;28732;28733	5669;5670;5988;6414;7554;7555;7832;12643	5669;5988;6414;7554;7832;12643		

ENSMODG00000010811|ENSMODT00000013799	ENSMODG00000010811|ENSMODT00000013799	2	2	2	ENSMODG00000010811|ENSMODT00000013799	1	2	2	2	1	0	1	2	0	2	0	0	2	0	0	0	1	0	1	0	1	2	0	2	0	0	2	0	0	0	1	0	1	0	1	2	0	2	0	0	2	0	0	0	1	0	2.1	2.1	2.1	138.53	1451	1451	0	4.0045	By matching		By matching	By MS/MS		By matching			By MS/MS				By matching		1.1	0	1.1	2.1	0	2.1	0	0	2.1	0	0	0	1.1	0	343420	34227	0	31690	95017	0	60250	0	0	104210	0	0	0	18019	0	0	0	0	67997	0	73076	0	0	86617	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	3				227	1843;2275	True;True	1951;2409	19799;19800;19801;24299;24300;24301;24302;24303;24304	8775;10696;10697	8775;10697		

ENSMODG00000010819|ENSMODT00000013806;ENSMODG00000010819|ENSMODT00000013804;ENSMODG00000013425|ENSMODT00000017103	ENSMODG00000010819|ENSMODT00000013806;ENSMODG00000010819|ENSMODT00000013804	6;6;1	6;6;1	6;6;1	ENSMODG00000010819|ENSMODT00000013806;ENSMODG00000010819|ENSMODT00000013804	3	6	6	6	4	6	2	4	1	3	3	2	4	0	0	0	0	3	4	6	2	4	1	3	3	2	4	0	0	0	0	3	4	6	2	4	1	3	3	2	4	0	0	0	0	3	34.1	34.1	34.1	23.56	214	214;216;223	0	18.691	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS					By matching	21.5	34.1	11.2	21.5	3.7	17.3	15	9.8	21.5	0	0	0	0	15.9	2497100	362410	1448100	46908	83606	12892	22660	82602	88101	220310	0	0	0	0	129510	197540	835320	0	67328	0	56951	63583	0	167790	0	0	0	0	84270	1	5	0	0	0	0	0	0	2	0	0	0	0	0	8				228	328;434;1103;1261;2427;2646	True;True;True;True;True;True	353;467;1173;1338;2568;2799	3589;3590;3591;3592;3593;3594;3595;4806;4807;4808;11624;13306;13307;13308;13309;13310;13311;13312;13313;25744;25745;25746;25747;25748;25749;25750;25751;25752;28058;28059;28060;28061	1712;2218;5262;6028;11331;12367;12368;12369	1712;2218;5262;6028;11331;12369		

ENSMODG00000010867|ENSMODT00000013856	ENSMODG00000010867|ENSMODT00000013856	9	9	9	ENSMODG00000010867|ENSMODT00000013856	1	9	9	9	0	2	1	0	0	0	8	9	0	0	7	4	0	9	0	2	1	0	0	0	8	9	0	0	7	4	0	9	0	2	1	0	0	0	8	9	0	0	7	4	0	9	35.5	35.5	35.5	33.716	296	296	0	27.862		By matching	By matching				By MS/MS	By MS/MS			By matching	By matching		By MS/MS	0	7.8	4.4	0	0	0	30.4	35.5	0	0	27.4	16.9	0	35.5	6014600	0	78747	6445.4	0	0	0	1298300	3371900	0	0	314450	145150	0	799660	0	86578	0	0	0	0	449980	926950	0	0	156780	140260	0	640240	0	0	0	0	0	0	3	7	0	0	0	0	0	7	17				229	285;681;756;766;808;1382;1826;1940;1999	True;True;True;True;True;True;True;True;True	305;732;817;828;870;1460;1933;2054;2114	3076;3077;3078;3079;3080;3081;3082;3083;3084;7301;7302;7303;7304;7305;8015;8016;8017;8018;8019;8119;8120;8121;8496;8497;8498;14668;14669;14670;14671;19604;19605;19606;19607;20791;20792;20793;20794;20795;20796;21483;21484;21485;21486	1473;1474;1475;3305;3306;3634;3686;3687;3860;3861;3862;6563;8683;9187;9188;9478;9479	1473;3306;3634;3686;3861;6563;8683;9187;9478		

ENSMODG00000011041|ENSMODT00000014081	ENSMODG00000011041|ENSMODT00000014081	2	2	2	ENSMODG00000011041|ENSMODT00000014081	1	2	2	2	2	0	2	1	1	1	0	0	1	0	1	0	0	1	2	0	2	1	1	1	0	0	1	0	1	0	0	1	2	0	2	1	1	1	0	0	1	0	1	0	0	1	5.8	5.8	5.8	43.573	416	416	0.0022173	1.2566	By MS/MS		By matching	By matching	By matching	By matching			By matching		By matching			By MS/MS	5.8	0	5.8	2.4	3.4	2.4	0	0	2.4	0	2.4	0	0	2.4	387890	112990	0	51057	29105	20939	16373	0	0	24407	0	97766	0	0	35252	0	0	42347	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2				230	71;1355	True;True	78;1433	713;714;715;716;717;718;719;14336;14337;14338	344;6436	344;6436		

ENSMODG00000011096|ENSMODT00000014145	ENSMODG00000011096|ENSMODT00000014145	2	2	2	ENSMODG00000011096|ENSMODT00000014145	1	2	2	2	2	0	2	2	0	2	0	0	2	0	0	0	2	0	2	0	2	2	0	2	0	0	2	0	0	0	2	0	2	0	2	2	0	2	0	0	2	0	0	0	2	0	8	8	8	35.833	299	299	0	7.0891	By MS/MS		By MS/MS	By MS/MS		By MS/MS			By MS/MS				By MS/MS		8	0	8	8	0	8	0	0	8	0	0	0	8	0	818080	87217	0	226840	133490	0	73686	0	0	183000	0	0	0	113850	0	105570	0	207920	123610	0	116490	0	0	183510	0	0	0	172380	0	1	0	2	2	0	1	0	0	2	0	0	0	1	0	9				231	136;1787	True;True	145;1891	1317;1318;1319;1320;1321;1322;1323;19215;19216;19217;19218;19219;19220;19221	636;637;638;639;640;641;8518;8519;8520	638;8520		

ENSMODG00000011135|ENSMODT00000018946	ENSMODG00000011135|ENSMODT00000018946	40	40	16	ENSMODG00000011135|ENSMODT00000018946	1	40	40	16	38	28	36	36	31	38	26	37	38	17	29	33	38	35	38	28	36	36	31	38	26	37	38	17	29	33	38	35	16	10	15	15	13	16	9	14	16	6	9	13	16	13	79.9	79.9	37	32.68	284	284	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	79.9	65.8	79.9	79.9	71.5	79.9	63.4	76.8	79.9	47.5	63.4	76.4	79.9	73.6	2838300000	142280000	107490000	90558000	89216000	14662000	39490000	328650000	700180000	81374000	954300	545310000	443150000	77780000	177240000	151210000	60779000	76506000	63899000	54571000	52271000	137620000	175910000	64241000	60601000	285090000	368240000	118040000	156420000	28	20	25	32	16	20	16	27	30	5	29	31	56	33	368				232	56;111;171;198;199;234;235;302;492;601;988;989;990;1053;1054;1228;1229;1288;1289;1370;1371;1434;1455;1470;1478;1553;1554;1658;1659;1947;1948;2042;2043;2156;2172;2173;2178;2750;2751;2756	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	63;118;119;185;186;215;216;252;253;326;531;647;1056;1057;1058;1122;1123;1302;1303;1365;1366;1448;1449;1515;1536;1551;1559;1636;1637;1742;1743;2061;2062;2160;2161;2287;2303;2304;2309;2905;2906;2911	582;583;584;585;586;587;588;589;590;591;592;593;1076;1077;1078;1079;1080;1081;1082;1083;1084;1085;1086;1087;1088;1089;1090;1091;1092;1093;1094;1095;1096;1097;1785;1786;1787;1788;1789;1790;1791;1792;1793;1794;1795;1796;1797;1798;1799;1800;1801;1802;1803;1804;1805;1806;1807;1808;1809;1810;1811;1812;1813;1814;1815;1816;1817;1818;1819;1820;1821;1822;1823;1824;1825;1826;1827;1828;1829;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099;2100;2101;2102;2103;2104;2105;2106;2107;2108;2109;2110;2111;2112;2113;2114;2115;2116;2117;2118;2492;2493;2494;2495;2496;2497;2498;2499;2500;2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2512;2513;2514;2515;2516;2517;2518;2519;2520;2521;2522;2523;2524;2525;2526;2527;3273;3274;3275;3276;3277;3278;3279;3280;3281;3282;3283;3284;3285;5387;5388;5389;5390;5391;5392;5393;5394;5395;5396;5397;6455;6456;6457;6458;6459;6460;6461;10436;10437;10438;10439;10440;10441;10442;10443;10444;10445;10446;10447;10448;10449;10450;10451;10452;10453;10454;10455;10456;10457;10458;10459;10460;10461;10462;10463;10464;10465;10466;10467;10468;10469;10470;10471;10472;10473;10474;10475;10476;10477;10478;10479;10480;10481;10482;10483;10484;10485;10486;10487;10488;10489;10490;10491;10492;10493;10494;10495;10496;10497;10498;10499;10500;10501;10502;10503;10504;10505;10506;10507;10508;10509;10510;10511;10512;10513;10514;10515;10516;10517;10518;10519;10520;11072;11073;11074;11075;11076;11077;11078;11079;11080;11081;11082;11083;11084;11085;11086;11087;11088;11089;11090;11091;11092;11093;11094;11095;11096;11097;11098;11099;11100;11101;11102;11103;11104;11105;11106;11107;11108;11109;12939;12940;12941;12942;12943;12944;12945;12946;12947;12948;12949;12950;12951;12952;12953;12954;12955;12956;12957;12958;12959;12960;12961;12962;12963;12964;12965;12966;12967;12968;12969;12970;12971;12972;12973;12974;12975;12976;12977;12978;12979;12980;12981;12982;12983;12984;13585;13586;13587;13588;13589;13590;13591;13592;13593;13594;13595;13596;13597;13598;13599;13600;13601;13602;13603;13604;13605;13606;13607;13608;13609;13610;13611;13612;13613;13614;13615;13616;14476;14477;14478;14479;14480;14481;14482;14483;14484;14485;14486;14487;14488;14489;14490;14491;14492;14493;14494;14495;14496;14497;14498;14499;14500;14501;14502;14503;14504;14505;14506;14507;14508;14509;14510;14511;14512;14513;14514;14515;14516;14517;14518;14519;14520;14521;14522;15289;15290;15291;15292;15293;15294;15295;15296;15297;15298;15299;15300;15301;15463;15464;15465;15466;15467;15468;15469;15470;15471;15472;15473;15474;15475;15476;15622;15623;15624;15625;15626;15627;15628;15629;15630;15631;15632;15633;15634;15635;15636;15637;15638;15639;15640;15641;15642;15643;15644;15645;15646;15647;15648;15649;15650;15651;15652;15653;15654;15655;15656;15657;15658;15659;15660;15661;15745;15746;15747;15748;15749;15750;15751;15752;15753;15754;15755;15756;15757;15758;15759;15760;15761;15762;15763;15764;15765;16597;16598;16599;16600;16601;16602;16603;16604;16605;16606;16607;16608;16609;16610;16611;16612;16613;16614;16615;16616;16617;16618;16619;16620;16621;16622;16623;16624;16625;16626;16627;16628;16629;17757;17758;17759;17760;17761;17762;17763;17764;17765;17766;17767;17768;17769;17770;17771;17772;17773;17774;17775;17776;17777;17778;17779;17780;17781;17782;17783;17784;20904;20905;20906;20907;20908;20909;20910;20911;20912;20913;20914;20915;20916;20917;20918;20919;20920;20921;20922;20923;20924;20925;20926;20927;20928;20929;20930;21922;21923;21924;21925;21926;21927;21928;21929;21930;21931;21932;21933;21934;21935;21936;21937;21938;21939;21940;21941;21942;21943;21944;21945;21946;21947;21948;21949;21950;21951;21952;21953;21954;21955;21956;21957;21958;21959;21960;23166;23167;23168;23169;23170;23171;23172;23173;23174;23175;23176;23177;23178;23310;23311;23312;23313;23314;23315;23316;23317;23318;23319;23320;23321;23322;23323;23324;23325;23326;23327;23328;23329;23330;23331;23332;23333;23334;23335;23336;23337;23338;23339;23340;23341;23375;23376;23377;23378;23379;23380;23381;23382;23383;23384;23385;23386;29038;29039;29040;29041;29042;29043;29044;29045;29046;29047;29048;29049;29050;29051;29052;29053;29054;29055;29056;29057;29058;29059;29060;29061;29131;29132;29133;29134;29135;29136;29137;29138;29139;29140;29141;29142;29143;29144;29145;29146;29147;29148;29149;29150;29151;29152;29153;29154;29155;29156;29157;29158;29159;29160;29161;29162;29163;29164;29165;29166;29167;29168;29169	283;517;518;519;520;521;522;523;524;525;526;527;528;897;898;899;900;901;902;903;904;905;906;907;908;909;910;911;912;913;914;915;916;917;918;919;920;921;922;923;924;925;926;927;928;1031;1032;1033;1034;1035;1036;1037;1038;1039;1040;1041;1042;1043;1044;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;1227;1228;1229;1230;1231;1232;1558;1559;1560;2480;2481;2921;2922;4701;4702;4703;4704;4705;4706;4707;4708;4709;4710;4711;4712;4713;4714;4715;4716;4717;4718;4719;4720;4721;4722;4723;4724;4725;4726;4727;4728;4729;4730;4731;4732;4733;4980;4981;4982;4983;4984;4985;4986;4987;4988;4989;4990;4991;4992;4993;4994;4995;4996;4997;4998;4999;5000;5001;5002;5862;5863;5864;5865;5866;5867;5868;5869;5870;5871;5872;5873;5874;5875;5876;5877;5878;5879;5880;5881;5882;5883;5884;5885;5886;5887;5888;5889;5890;5891;5892;6156;6157;6158;6159;6160;6161;6162;6163;6164;6485;6486;6487;6488;6489;6490;6491;6492;6493;6494;6495;6496;6497;6498;6499;6500;6501;6502;6503;6504;6505;6506;6792;6793;6794;6795;6796;6797;6798;6799;6800;6801;6802;6803;6874;6875;6876;6877;6878;6879;6880;6881;6882;6883;6954;6955;6956;6957;6958;6959;6960;6961;6962;6963;6964;6965;6966;6967;6968;6969;6970;6971;6972;6973;6974;6975;6976;6977;7033;7034;7035;7036;7037;7038;7039;7407;7408;7409;7410;7411;7412;7413;7414;7415;7416;7417;7879;7880;7881;7882;7883;7884;7885;7886;7887;7888;7889;7890;7891;7892;7893;7894;7895;9236;9237;9238;9239;9240;9241;9242;9243;9244;9664;9665;9666;9667;9668;9669;9670;9671;9672;9673;9674;9675;9676;9677;9678;9679;9680;9681;9682;9683;9684;9685;9686;9687;10212;10213;10214;10215;10216;10217;10267;10268;10269;10270;10271;10272;10273;10274;10275;10276;10277;10278;10279;10280;10281;10282;10283;10284;10285;10300;10301;10302;10303;12789;12790;12791;12792;12793;12794;12795;12796;12797;12821;12822;12823;12824;12825;12826;12827;12828;12829;12830;12831;12832;12833;12834;12835;12836;12837;12838;12839;12840	283;517;926;1043;1044;1217;1224;1559;2480;2921;4702;4707;4733;4981;5001;5867;5891;6156;6164;6497;6505;6801;6882;6969;7038;7409;7416;7890;7893;9239;9243;9681;9687;10212;10278;10285;10300;12795;12796;12835	87;88	141;281

ENSMODG00000011185|ENSMODT00000014250	ENSMODG00000011185|ENSMODT00000014250	2	2	2	ENSMODG00000011185|ENSMODT00000014250	1	2	2	2	0	1	0	0	0	0	2	2	0	0	1	2	0	1	0	1	0	0	0	0	2	2	0	0	1	2	0	1	0	1	0	0	0	0	2	2	0	0	1	2	0	1	6.7	6.7	6.7	40.619	358	358	0	1.2845		By matching					By MS/MS	By MS/MS			By matching	By matching		By matching	0	3.6	0	0	0	0	6.7	6.7	0	0	3.6	6.7	0	3.1	885710	0	43942	0	0	0	0	419210	297210	0	0	32859	67911	0	24573	0	0	0	0	0	0	168760	72401	0	0	0	93676	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3				233	195;680	True;True	212;731	2068;2069;2070;2071;7296;7297;7298;7299;7300	1026;3303;3304	1026;3303		

ENSMODG00000011188|ENSMODT00000014254	ENSMODG00000011188|ENSMODT00000014254	1	1	1	ENSMODG00000011188|ENSMODT00000014254	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	9.7	9.7	9.7	16.633	145	145	0	25.731		By MS/MS					By matching	By matching						By matching	0	9.7	0	0	0	0	9.7	9.7	0	0	0	0	0	9.7	473160	0	248570	0	0	0	0	91848	111320	0	0	0	0	0	21426	0	0	0	0	0	0	0	0	0	0	0	0	0	16578	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1				234	1997	True	2112	21444;21445;21446;21447	9462	9462		

ENSMODG00000011213|ENSMODT00000014288	ENSMODG00000011213|ENSMODT00000014288	2	2	2	ENSMODG00000011213|ENSMODT00000014288	1	2	2	2	1	0	2	2	2	2	0	2	2	0	1	1	1	1	1	0	2	2	2	2	0	2	2	0	1	1	1	1	1	0	2	2	2	2	0	2	2	0	1	1	1	1	9	9	9	29.393	268	268	0	9.5838	By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS		By matching	By MS/MS		By matching	By matching	By matching	By matching	4.9	0	9	9	9	9	0	9	9	0	4.1	4.1	4.9	4.1	1248300	45978	0	141320	109260	267150	196580	0	104750	228030	0	57842	26884	57682	12768	0	0	239430	135830	452950	373830	0	120260	296960	0	0	0	0	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	6				235	1572;2295	True;True	1655;2430	16903;16904;16905;16906;16907;16908;16909;16910;16911;24484;24485;24486;24487;24488;24489;24490;24491;24492	7539;7540;7541;10785;10786;10787	7540;10786		

ENSMODG00000011277|ENSMODT00000014373;ENSMODG00000011269|ENSMODT00000014360	ENSMODG00000011277|ENSMODT00000014373;ENSMODG00000011269|ENSMODT00000014360	1;1	1;1	1;1	ENSMODG00000011277|ENSMODT00000014373;ENSMODG00000011269|ENSMODT00000014360	2	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	10.1	10.1	10.1	23.657	199	199;199	0	2.5463			By matching	By matching		By matching			By matching		By MS/MS	By MS/MS	By matching	By matching	0	0	10.1	10.1	0	10.1	0	0	10.1	0	10.1	10.1	10.1	10.1	591930	0	0	78685	72423	0	32529	0	0	51781	0	162960	75337	49899	68319	0	0	0	0	0	0	0	0	0	0	0	0	128590	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2				236	2421	True	2562	25695;25696;25697;25698;25699;25700;25701;25702;25703	11312;11313	11312		

ENSMODG00000011359|ENSMODT00000014480	ENSMODG00000011359|ENSMODT00000014480	3	3	3	ENSMODG00000011359|ENSMODT00000014480	1	3	3	3	2	1	2	3	0	2	2	2	3	0	1	1	0	1	2	1	2	3	0	2	2	2	3	0	1	1	0	1	2	1	2	3	0	2	2	2	3	0	1	1	0	1	2.8	2.8	2.8	144.99	1499	1499	0	14.245	By matching	By matching	By matching	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS		By matching	2.1	1.3	2.1	2.8	0	2.1	1.9	2.1	2.8	0	1.3	1.3	0	1.3	1896700	69429	164690	92815	100150	0	86976	259240	578290	117470	0	174280	183500	0	69862	71353	0	76630	70999	0	92322	0	176970	76146	0	0	0	0	0	0	0	0	1	0	1	1	2	1	0	1	1	0	0	8				237	337;1602;2762	True;True;True	364;1685;2917	3719;3720;3721;3722;3723;3724;3725;3726;3727;3728;3729;17188;17189;17190;17191;17192;17193;29219;29220;29221	1777;1778;1779;7677;7678;7679;7680;12868	1777;7680;12868		

ENSMODG00000011362|ENSMODT00000014471;ENSMODG00000011052|ENSMODT00000043637;ENSMODG00000003107|ENSMODT00000003870;ENSMODG00000011052|ENSMODT00000014094	ENSMODG00000011362|ENSMODT00000014471	6;1;1;1	6;1;1;1	6;1;1;1	ENSMODG00000011362|ENSMODT00000014471	4	6	6	6	5	5	3	4	2	4	3	4	5	0	3	2	2	5	5	5	3	4	2	4	3	4	5	0	3	2	2	5	5	5	3	4	2	4	3	4	5	0	3	2	2	5	18	18	18	30.577	266	266;322;341;383	0	19.231	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS		By matching	By matching	By matching	By MS/MS	18	12.4	13.2	17.7	8.6	17.7	7.9	12	18	0	14.3	9	9	17.7	6801000	562100	684990	259260	342210	48774	239010	728600	1887600	438890	0	287740	160020	106830	1054900	578140	274740	286080	325010	0	314470	353660	419060	407470	0	0	247760	292990	556310	3	1	1	2	0	1	0	1	2	0	0	0	0	2	13				238	289;847;848;1540;1591;2033	True;True;True;True;True;True	309;909;910;1623;1674;2151	3114;3115;3116;3117;8915;8916;8917;8918;8919;8920;8921;8922;8923;8924;8925;8926;8927;8928;8929;8930;8931;8932;8933;16433;16434;16435;16436;16437;16438;16439;16440;16441;16442;16443;16444;17071;17072;17073;17074;17075;17076;17077;17078;17079;17080;21814;21815;21816;21817	1492;4035;4036;7343;7344;7345;7346;7347;7348;7617;7618;7619;9622	1492;4035;4036;7346;7619;9622		

ENSMODG00000011412|ENSMODT00000014533	ENSMODG00000011412|ENSMODT00000014533	8	8	8	ENSMODG00000011412|ENSMODT00000014533	1	8	8	8	7	0	7	7	3	7	0	3	7	0	1	1	4	3	7	0	7	7	3	7	0	3	7	0	1	1	4	3	7	0	7	7	3	7	0	3	7	0	1	1	4	3	37.4	37.4	37.4	30.378	286	286	0	16.699	By MS/MS		By MS/MS	By MS/MS	By matching	By MS/MS		By matching	By MS/MS		By matching	By matching	By matching	By MS/MS	33.2	0	34.3	34.3	11.2	34.3	0	17.8	34.3	0	10.8	10.8	21.7	17.8	5178700	1050400	0	1217900	726400	70823	594880	0	226700	817390	0	31068	23477	244270	175390	1284100	0	899790	324400	502500	747150	0	98198	656430	0	0	0	385390	189170	6	0	4	2	0	4	0	0	3	0	0	0	0	1	20				239	388;867;1473;1521;1904;2050;2066;2598	True;True;True;True;True;True;True;True	417;932;1554;1604;2016;2168;2186;2748	4280;4281;4282;4283;4284;4285;9201;9202;9203;9204;9205;9206;15673;15674;15675;15676;15677;15678;15679;15680;15681;15682;15683;16272;16273;20371;20372;20373;20374;20375;20376;20377;20378;22021;22022;22023;22024;22025;22251;22252;22253;22254;22255;22256;22257;27576;27577;27578;27579;27580;27581;27582;27583;27584	1990;1991;1992;1993;4167;4168;4169;6981;6982;6983;6984;6985;6986;7285;7286;9006;9007;9711;9817;12150	1992;4167;6985;7286;9007;9711;9817;12150		

ENSMODG00000011433|ENSMODT00000014561	ENSMODG00000011433|ENSMODT00000014561	2	2	2	ENSMODG00000011433|ENSMODT00000014561	1	2	2	2	2	0	2	2	1	2	0	0	2	0	0	0	2	0	2	0	2	2	1	2	0	0	2	0	0	0	2	0	2	0	2	2	1	2	0	0	2	0	0	0	2	0	3.5	3.5	3.5	99.24	874	874	0	2.5642	By MS/MS		By matching	By MS/MS	By matching	By matching			By MS/MS				By matching		3.5	0	3.5	3.5	1	3.5	0	0	3.5	0	0	0	3.5	0	804640	191730	0	133190	130010	34432	46730	0	0	176770	0	0	0	91782	0	167600	0	144510	120600	0	101170	0	0	140260	0	0	0	160960	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	4				240	1386;1652	True;True	1464;1736	14703;14704;14705;14706;14707;14708;14709;17695;17696;17697;17698;17699;17700;17701;17702	6573;6574;7853;7854	6573;7854		

